1960 1/4,1960 1/2,1960 3/4,1961,1961 1/4,1961 1/2,1961 3/4,1962,1962 1/4,1962 1/2,1962 3/4,1963,1963 1/4,1963 1/2,1963 3/4,1964,1964 1/4,1964 1/2,1964 3/4,1965,1965 1/4,1965 1/2,1965 3/4,1966,1966 1/4,1966 1/2,1966 3/4,1967,1967 1/4,1967 1/2,1967 3/4,1968,1968 1/4,1968 1/2,1968 3/4,1969,1969 1/4,1969 1/2,1969 3/4,1970,1970 1/4,1970 1/2,1970 3/4,1971,1971 1/4,1971 1/2,1971 3/4,1972,1972 1/4,1972 1/2,1972 3/4,1973,1973 1/4,1973 1/2,1973 3/4,1974,1974 1/4,1974 1/2,1974 3/4,1975,1975 1/4,1975 1/2,1975 3/4,1976,1976 1/4,1976 1/2,1976 3/4,1977,1977 1/4,1977 1/2,1977 3/4,1978,1978 1/4,1978 1/2,1978 3/4,1979,1979 1/4,1979 1/2,1979 3/4,1980,1980 1/4,1980 1/2,1980 3/4,1981,1981 1/4,1981 1/2,1981 3/4,1982,1982 1/4,1982 1/2,1982 3/4,1983,1983 1/4,1983 1/2,1983 3/4,1984,1984 1/4,1984 1/2,1984 3/4,1985,1985 1/4,1985 1/2,1985 3/4,1986,1986 1/4,1986 1/2,1986 3/4,1987,1987 1/4,1987 1/2,1987 3/4,1988,1988 1/4,1988 1/2,1988 3/4,1989,1989 1/4,1989 1/2,1989 3/4,1990,1990 1/4,1990 1/2,1990 3/4,1991,1991 1/4,1991 1/2,1991 3/4,1992,1992 1/4,1992 1/2,1992 3/4,1993,1993 1/4,1993 1/2,1993 3/4,1994,1994 1/4,1994 1/2,1994 3/4,1995,1995 1/4,1995 1/2,1995 3/4,1996,1996 1/4,1996 1/2,1996 3/4,1997,1997 1/4,1997 1/2,1997 3/4,1998,1998 1/4,1998 1/2,1998 3/4,1999,1999 1/4,1999 1/2,1999 3/4,2000,2000 1/4,2000 1/2,2000 3/4,2001,2001 1/4,2001 1/2,2001 3/4,2002,2002 1/4,2002 1/2,2002 3/4,2003,2003 1/4,2003 1/2,2003 3/4,2004,2004 1/4,2004 1/2,2004 3/4,2005,2005 1/4,2005 1/2,2005 3/4,2006,2006 1/4,2006 1/2,2006 3/4,2007,2007 1/4,2007 1/2,2007 3/4,2008,2008 1/4,2008 1/2,2008 3/4,2009,2009 1/4,2009 1/2,2009 3/4,2010,2010 1/4,2010 1/2,2010 3/4,2011,2011 1/4,2011 1/2,2011 3/4,2012,2012 1/4,2012 1/2,2012 3/4,2013,2013 1/4,2013 1/2,2013 3/4,2014,2014 1/4,2014 1/2,2014 3/4,2015,2015 1/4,2015 1/2,2015 3/4,2016,2016 1/4,2016 1/2,2016 3/4,2017,2017 1/4,2017 1/2,2017 3/4,2018,2018 1/4,2018 1/2,2018 3/4
49.06,67.98,61,71.79,61.95,83.22,70.62,85.87,72.67,99.44,84.75,108.95,97.56,135.02,124.17,161.71,128.53,198.19,180.17,232.71,162.2,227.75,201.31,239.99,198.13,294.81,271.06,301.87,244.3,353.87,338.53,376.56,330.86,463.61,435.01,462.87,395.9,568.29,594.57,653.09,536.3,713.8,727.4,817.4,672.3,917.2,880.8,963,801.5,"1,124.30","1,099.70","1,234.40","1,035.30","1,410.90","1,447.30","1,620.00","1,538.40","2,017.10","1,981.80","2,342.60","1,995.60","2,754.40","2,656.90","3,098.20","2,784.20","3,803.20","3,697.60","4,128.30","3,541.60","4,655.30","4,751.90","5,571.60","4,780.10","6,295.10","6,518.20","7,429.60","6,560.60","8,175.90","8,322.10","9,160.20","8,180.00","9,955.60","10,288.00","11,047.80","10,181.20","12,426.20","12,871.20","13,845.40","12,251.20","14,271.00","14,664.70","15,671.70","14,745.50","16,690.80","17,695.50","18,377.50","17,033.90","19,261.30","20,579.40","20,981.00","18,951.00","21,394.30","22,976.60","23,917.70","22,223.40","24,779.60","26,761.50","28,075.70","26,062.50","29,447.20","31,098.00","33,597.20","32,315.40","34,558.60","37,128.80","40,070.60","36,414.40","39,426.30","41,680.60","45,996.80","43,255.10","47,913.80","51,762.30","54,781.10","52,433.10","58,460.00","61,767.30","66,216.80","61,674.60","68,236.40","70,023.80","73,332.60","69,054.70","77,096.80","79,884.00","84,038.20","81,398.40","90,018.40","94,227.30","100,410.10","95,710.70","106,604.40","112,011.00","114,601.10","109,448.40","119,015.40","123,943.40","128,733.60","118,938.40","130,940.40","136,389.50","144,078.80","126,936.40","129,213.40","131,925.30","136,401.60","129,559.50","140,518.40","149,320.60","157,474.30","147,702.10","156,788.80","162,699.50","167,994.10","159,916.80","172,001.70","175,863.70","180,382.60","176,192.90","189,831.00","192,178.60","203,736.40","188,883.50","199,978.00","203,581.20","218,472.70","204,348.80","218,168.20","222,006.50","231,509.60","213,581.50","227,303.20","234,040.80","244,871.80","225,612.90","237,918.30","246,141.70","256,381.70","240,438.50","257,743.30","264,988.40","280,087.60","258,377.90","277,832.40","283,401.50","284,880.40","263,587.20","285,530.70","296,486.70","306,103.20","291,655.60","316,131.50","321,984.80","335,536.10","312,254.70","330,881.10","337,399.30","352,146.00","327,437.30","343,899.20","347,475.60","358,644.50","335,981.20","356,599.80","363,838.60","373,025.70","353,537.10","370,016.80","376,489.90","386,035.60","369,853.10","389,095.70","398,464.50","406,710.70","388,903.10","410,619.60","415,577.50","426,685.90","406,309.00","431,026.90","446,835.10","446,227.60","420,674.80","446,044.40",456121.9
